time,value
0.960959,8171.954022988506
0.970969,8138.850574712644
0.980979,8135.172413793103
0.990989,8040.459770114942
1.000999,8151.724137931034
1.011009,8103.908045977011
1.021019,8262.988505747126
1.031029,8092.873563218391
1.041039,8030.3448275862065
1.051049,8077.241379310345
1.061059,8310.80459770115
1.071069,8209.655172413793
1.081079,8164.597701149425
1.091089,8032.183908045977
1.101099,8142.528735632184
1.111259,8160.0
1.121259,8282.298850574713
1.131259,8033.103448275862
1.141261,8178.390804597701
1.151259,8199.540229885057
1.161261,8214.252873563219
1.171259,8154.482758620689
1.181259,8025.747126436781
1.191259,8108.505747126436
1.201259,7997.241379310345
1.211259,8153.563218390805
1.221259,8212.413793103447
1.231259,8082.758620689655
1.241259,8065.287356321839
1.251265,7965.977011494253
1.261267,8227.12643678161
1.271266,8134.252873563219
1.281281,8094.712643678161
1.291287,7995.402298850575
1.301296,8138.850574712644
1.311306,8123.218390804597
1.321316,8221.6091954023
1.331326,8040.459770114942
1.341336,8027.586206896552
1.351346,8065.287356321839
1.361356,8116.781609195402
1.371366,8152.643678160919
1.381376,8122.298850574713
1.391386,8011.0344827586205
1.401396,8074.482758620689
1.411406,8074.482758620689
1.421416,8132.413793103448
1.431426,8074.482758620689
1.441436,8164.597701149425
1.451446,8043.218390804597
1.461455,7991.724137931034
1.471465,8016.551724137931
1.481475,8219.770114942528
1.491485,8071.724137931034
1.501495,8128.735632183908
1.511505,7978.850574712644
1.521515,8073.563218390805
1.531525,8103.908045977011
1.541535,8191.264367816092
1.551756,8235.402298850575
1.561555,7956.781609195402
1.571565,8007.35632183908
1.581575,8046.896551724138
1.591585,8197.701149425287
1.601595,7972.413793103448
1.611605,7989.885057471264
1.621615,8079.080459770114
1.631625,8130.574712643678
1.641635,8108.505747126436
1.651645,8011.954022988506
1.661655,8071.724137931034
1.671665,8140.689655172414
1.681675,8030.3448275862065
1.691685,8242.758620689656
1.701695,8066.206896551724
1.711705,8018.390804597701
1.721715,8041.379310344828
1.731725,8157.241379310345
1.741735,7990.80459770115
1.751745,8045.057471264367
1.761755,8148.045977011494
1.771765,8194.942528735632
1.781775,8038.620689655172
1.791786,8038.620689655172
1.801795,8080.0
1.811805,8137.931034482758
1.821815,8022.9885057471265
1.831825,8166.436781609195
1.841835,7918.16091954023
1.851845,7911.724137931034
